list_entry,reason,title,statutory_address
1093876,headstone,"Group of 3 Headstones to Morgan Family, Immediately South of Tower of St Mary's Church","GROUP OF 3 HEADSTONES TO MORGAN FAMILY, IMMEDIATELY SOUTH OF TOWER OF ST MARY&#x27;S CHURCH, HIGH STREET"
1093944,churchyard_feature,"Churchyard Cross 10 Metres South of the Church","CHURCHYARD CROSS 10 METRES SOUTH OF THE CHURCH, CHURCH ROAD"
1094429,wall_related,"Remains of Outer Wall Around Cloister and Foundations of Abbey Church","REMAINS OF OUTER WALL AROUND CLOISTER AND FOUNDATIONS OF ABBEY CHURCH"
1094596,monument,"Monument 9 Metres South of Church","MONUMENT 9 METRES SOUTH OF CHURCH, NORTH LANE"
1094817,monument,"Monument to Percival Family 25 Metres South of St Andrews Church","MONUMENT TO PERCIVAL FAMILY 25 METRES SOUTH OF ST ANDREWS CHURCH"
1094900,headstone,"Group of 7 Headstones 10 Mertes North North East of Porch of St Mary's Church","GROUP OF 7 HEADSTONES 10 MERTES NORTH NORTH EAST OF PORCH OF ST MARY&#x27;S CHURCH, CHURCH STREET"
1096035,churchyard_feature,"Gas Lamp at South West Corner of Churchyard, St Mary's Church","GAS LAMP AT SOUTH WEST CORNER OF CHURCHYARD, ST MARY&#x27;S CHURCH, MAIN STREET"
1096132,monument,"Gates Monument at St Marys Church","GATES MONUMENT AT ST MARYS CHURCH, HATTON ROAD"
1096134,headstone,"Captain Millers Headstone at St Marys Church","CAPTAIN MILLERS HEADSTONE AT ST MARYS CHURCH, HATTON ROAD"
1096135,headstone,"Group of Three 18TH Century Headstones St Marys Church","GROUP OF THREE 18TH CENTURY HEADSTONES ST MARYS CHURCH, HATTON ROAD"
1096136,headstone,"18TH Century Headstone St Marys Church","18TH CENTURY HEADSTONE ST MARYS CHURCH, HATTON ROAD"
1096137,headstone,"Headstone to Mary Taylor St Marys Church","HEADSTONE TO MARY TAYLOR ST MARYS CHURCH, HATTON ROAD"
1096622,churchyard_feature,"Remains of Churchyard Cross, 3 Metres South of St Peter's Church","REMAINS OF CHURCHYARD CROSS, 3 METRES SOUTH OF ST PETER&#x27;S CHURCH, CASTLETON ROAD"
1097560,headstone,"Smith Headstone Approximately 15 Metres North of Chapel of Church of St John","SMITH HEADSTONE APPROXIMATELY 15 METRES NORTH OF CHAPEL OF CHURCH OF ST JOHN, CHURCH ROAD"
1097604,wall_related,"Stocks Adjacent to North Wall of Tower of Parish Church","STOCKS ADJACENT TO NORTH WALL OF TOWER OF PARISH CHURCH"
1097625,monument,"Monument 5 Metres South South East of Netherexe Parish Church","MONUMENT 5 METRES SOUTH SOUTH EAST OF NETHEREXE PARISH CHURCH"
1098141,headstone,"Branskom Headstone Approximately 2 Metres East of Chapel of Church of St Andrew","BRANSKOM HEADSTONE APPROXIMATELY 2 METRES EAST OF CHAPEL OF CHURCH OF ST ANDREW"
1098968,churchyard_feature,"Churchyard Cross and Base About 20 Yards South of Chancel of Putley Parish Church","CHURCHYARD CROSS AND BASE ABOUT 20 YARDS SOUTH OF CHANCEL OF PUTLEY PARISH CHURCH"
1098970,monument,"Barrett Monument Abouty 10 Yards South of the South Porch of Putley Parish Church","BARRETT MONUMENT ABOUTY 10 YARDS SOUTH OF THE SOUTH PORCH OF PUTLEY PARISH CHURCH"
1098971,monument,"Hankins Monument About One Yard South of Junction of Nave and Chancel of Putley Parish Church","HANKINS MONUMENT ABOUT ONE YARD SOUTH OF JUNCTION OF NAVE AND CHANCEL OF PUTLEY PARISH CHURCH"
1098972,monument,"Jones Monument About 10 Yards South South West of South West Corner of Nave of Putley Parsish Church","JONES MONUMENT ABOUT 10 YARDS SOUTH SOUTH WEST OF SOUTH WEST CORNER OF NAVE OF PUTLEY PARSISH CHURCH"
1098973,monument,"Lettice Mutlow Monument About 30 Yards South of the Chancel of Putley Parish Church","LETTICE MUTLOW MONUMENT ABOUT 30 YARDS SOUTH OF THE CHANCEL OF PUTLEY PARISH CHURCH"
1098974,monument,"Stock Monument About One Yard East of Chancel of Putley Parish Church","STOCK MONUMENT ABOUT ONE YARD EAT OF CHANCEL OF PUTLEY PARISH CHURCH"
1099106,monument,"Maychell Monument Approximately 27.5 Metres South of Priory Church","MAYCHELL MONUMENT APPROXIMATELY 27.5 METRES SOUTH OF PRIORY CHURCH"
1099108,monument,"Jackson Monument Approximately 33.5 Metres South of Priory Church","JACKSON MONUMENT APPROXIMATELY 33.5 METRES SOUTH OF PRIORY CHURCH"
1099756,monument,"Morgan Monument About 7 Yards South of the Central Buttress of the South Side of the South Chapel of the Church of St Michael","MORGAN MONUMENT ABOUT 7 YARDS SOUTH OF THE CENTRAL BUTTRESS OF THE SOUTH SIDE OF THE SOUTH CHAPEL OF THE CHURCH OF ST MICHAEL"
1100906,telephone_kiosk,"Telephone Kiosk Outside Post Office and Opposite Church","TELEPHONE KIOSK OUTSIDE POST OFFICE AND OPPOSITE CHURCH, NORTHAW ROAD WEST"
1101385,monument,"Monument in St Mary's Churchyard to Susannah Lewis 1765 (30 Metres to North East of Chapel)","MONUMENT IN ST MARY&#x27;S CHURCHYARD TO SUSANNAH LEWIS 1765 (30 METRES TO NORTH EAST OF CHAPEL), CHURCH END"
1101568,telephone_kiosk,"K6 Telephone Kiosk Outside St Mary's Church","K6 TELEPHONE KIOSK OUTSIDE ST MARY&#x27;S CHURCH, CHURCH STREET"
1101713,monument,"Caesar Monument in St Marys Churchyard 45 Metres to West North West of Church","CAESAR MONUMENT IN ST MARYS CHURCHYARD 45 METRES TO WEST NORTH WEST OF CHURCH, CHURCH LANE"
1102514,gate_related,"Church Gate Cottage and Cottage By the Church","CHURCH GATE COTTAGE AND COTTAGE BY THE CHURCH, CHURCH LANE"
1103656,lych_gate,"Lych Gate at St Helens Church","LYCH GATE AT ST HELENS CHURCH, HIGH STREET"
1104538,headstone,"Row of 4 Headstones to Members of the Thorne Family Immediately to North of Lake Methodist Chapel","ROW OF 4 HEADSTONES TO MEMBERS OF THE THORNE FAMILY IMMEDIATELY TO NORTH OF LAKE METHODIST CHAPEL"
1104808,headstone,"Headstone of William Stenlake 2 1/2 Metres to South of Chancel of Parish Church","HEADSTONE OF WILLIAM STENLAKE 2 1/2 METRES TO SOUTH OF CHANCEL OF PARISH CHURCH"
1104826,headstone,"Headstone of Stephen Hamley 30 Metres to South West of Parish Church","HEADSTONE OF STEPHEN HAMLEY 30 METRES TO SOUTH WEST OF PARISH CHURCH"
1104950,monument,"David Spright Monument, About 3.5 Metres South of Porch of St Pancras Church","DAVID SPRIGHT MONUMENT, ABOUT 3.5 METRES SOUTH OF PORCH OF ST PANCRAS CHURCH, VILLAGE CENTRE"
1105189,lych_gate,"Lych Gate Approximately 35 Metres to South East of Church","LYCH GATE APPROXIMATELY 35 METRES TO SOUTH EAST OF CHURCH"
1105381,telephone_kiosk,"K6 Telephone Kiosk to South of Parish Church","K6 TELEPHONE KIOSK TO SOUTH OF PARISH CHURCH"
1105412,lych_gate,"Lych Gate to West of Church","LYCH GATE TO WEST OF CHURCH"
1105953,churchyard_feature,"Churchyard Cross 4 Metres South of Parish Church","CHURCHYARD CROSS 4 METRES SOUTH OF PARISH CHURCH, CHURCH STREET"
1106121,headstone,"Drew Headstone Approximately 3 Metres South of South Aisle Chapel of Church of St Mary","DREW HEADSTONE APPROXIMATELY 3 METRES SOUTH OF SOUTH AISLE CHAPEL OF CHURCH OF ST MARY"
1106913,churchyard_feature,"Gates and Standards at North East Entrance to Churchyard of St Michael's Church","GATES AND STANDARDS AT NORTH EAST ENTRANCE TO CHRUCHYARD OF ST MICHAEL&#x27;S CHURCH, STATION ROAD"
1107557,headstone,"Group of 7 Headstones Approximately 1 Metre South of Brayford Baptist Church","GROUP OF 7 HEADSTONES APPROXIMATELY 1 METRE SOUTH OF BRAYFORD BAPTIST CHURCH"
1107659,churchyard_feature,"Gatepiers and Archway to Stoke Rivers Churchyard, Approximately 10 Metres to South Porch of Stoke Rivers Church","GATEPIERS AND ARCHWAY TO STOKE RIVERS CHURCHYARD, APPROXIMATELY 10 METRES TO SOUTH PORCH OF STOKE RIVERS CHURCH"
1107744,churchyard_feature,"Churchyard Cross Approximately 20 Metres South of West Tower of Heanton Punchardon Parish Church","CHURCHYARD CROSS APPROXIMATELY 20 METRES SOUTH OF WEST TOWER OF HEANTON PUNCHARDON PARISH CHURCH"
1110140,churchyard_feature,"Sundial in Priory Churchyard","SUNDIAL IN PRIORY CHURCHYARD, CHURCH STREET"
1110162,monument,"Rackett Monument, in the Churchyard, 2 Metres South of Porch of St John's Church","RACKETT MONUMENT, IN THE CHURCHYARD, 2 METRES SOUTH OF PORCH OF ST JOHN&#x27;S CHURCH, BOURNEMOUTH ROAD"
1110177,monument,"Brine Monument, in the Churchyard, 7 Metres South of Chancel of St Mary's Church","BRINE MONUMENT, IN THE CHURCHYARD, 7 METRES SOUTH OF CHANCEL OF ST MARY&#x27;S CHURCH"
1110216,monument,"John Daw Monument in the Churchyard, 2 M South of Chancel of St Paul's Church","JOHN DAW MONUMENT IN THE CHURCHYARD, 2 M SOUTH OF CHANCEL OF ST PAUL&#x27;S CHURCH"
1110418,churchyard_feature,"Churchyard Cross Approximately 2M South-east of Chancel of St Mary Magdalen's Church","CHURCHYARD CROSS APPROXIMATELY 2M SOUTH-EAST OF CHANCEL OF ST MARY MAGDALEN&#x27;S CHURCH"
1111051,monument,"Monument Approximatly 2 Metres East of South East Chapel Church of St. Peter","MONUMENT APPROXIMATLY 2 METRES EAST OF SOUTH EAST CHAPEL CHURCH OF ST. PETER, CHURCH ROAD"
1111546,telephone_kiosk,"K6 Telephone Kiosk Opposite Wesleyan Chapel","K6 TELEPHONE KIOSK OPPOSITE WESLEYAN CHAPEL, HIGH ROAD, HORNDON ON THE HILL"
1111779,monument,"Rowan Monument Approximately 13.5 Metres South of St Michaels Church","ROWAN MONUMENT APPROXIMATELY 13.5 METRES SOUTH OF ST MICHAELS CHURCH"
1111883,monument,"Birket Monument Approximately 2 Metres South St Martins Church","BIRKET MONUMENT APPROXIMATELY 2 METRES SOUTH ST MARTINS CHURCH"
1114123,churchyard_feature,"Churchyard Cross Near South Door of Church","CHURCHYARD CROSS NEAR SOUTH DOOR OF CHURCH, HIGH STREET"
1115014,churchyard_feature,"Churchyard Cross, 7 Yards North of Porch of St Leonard's Church","CHURCHYARD CROSS,7 YARDS NORTH OF PORCH OF ST LEONARD&#x27;S CHURCH"
1115375,monument,"Unidentified Monument in the Churchyard 15 Yards to East of St Mary's Church","UNIDENTIFIED MONUMENT IN THE CHURCHYARD 15 YARDS TO EAST OF ST MARY&#x27;S CHURCH"
1115819,telephone_kiosk,"K6 Telephone Kiosk to West of St Peter's Church","K6 TELEPHONE KIOSK TO WEST OF ST PETER&#x27;S CHURCH"
1115928,dovecote,"Dovecote at Haversham Manor and to south of St. Mary's Church","Dovecote at Haversham Manor and to south of St. Mary&#x27;s Church, High Street"
1117020,churchyard_feature,"Churchyard Cross Approximately 4 Metres South East of South Porch of All Saints Church","CHURCHYARD CROSS APPROXIMATELY 4 METRES SOUTH EAST OF SOUTH PORCH OF ALL SAINTS CHURCH, CHURCH SIDE"
1117131,dovecote,"Dovecote and Adjoining Wall in the Priory Garden, Approximately 60 Metres South West","DOVECOTE AND ADJOINING WALL IN THE PRIORY GARDEN, APPROXIMATELY 60 METRES SOUTH WEST"
1117662,wall_related,"Wall With Railings and Gates to Windsor Methodist Church","WALL WITH RAILINGS AND GATES TO WINDSOR METHODIST CHURCH, CLARENCE ROAD"
1118484,monument,"Baverstock Monument in the Churchyard 1 Metre North of North Aisle of All Saints Church","BAVERSTOCK MONUMENT IN THE CHURCHYARD 1 METRE NORTH OF NORTH AISLE OF ALL SAINTS CHURCH, VILLAGE STREET"
1118485,monument,"Clapcott Monument in the Churchyard, 5 Metres South of Nave of All Saints Church","CLAPCOTT MONUMENT IN THE CHURCHYARD, 5 METRES SOUTH OF NAVE OF ALL SAINTS CHURCH, VILLAGE STREET"
1118539,monument,"Woolerey Monument, in the Churchyard, 7M South of South Chapel of St Mary's Church","WOOLEREY MONUMENT, IN THE CHURCHYARD, 7M SOUTH OF SOUTH CHAPEL OF ST MARY&#x27;S CHURCH, CHESCOMBE LANE"
1118743,wall_related,"North Wall of Abbey Church of St Peter","NORTH WALL OF ABBEY CHURCH OF ST PETER, CHURCH STREET"
1119150,monument,"Group of 8 Monuments in the Churchyard, 2M North of North Chancel Wall of the Parish Church","GROUP OF 8 MONUMENTS IN THE CHURCHYARD, 2M NORTH OF NORTH CHANCEL WALL OF THE PARISH CHURCH, CHURCH STREET"
1119417,monument,"Minterne Monument in the Churchyard One Metre South of South Chapel of Church of St Giles","MINTERNE MONUMENT IN THE CHURCHYARD ONE METRE SOUTH OF SOUTH CHAPEL OF CHURCH OF ST GILES"
1120145,monument,"Willis Monument 1M North of Aisle of St Nicholas' Church","WILLIS MONUMENT 1M NORTH OF AISLE OF ST NICHOLAS&#x27; CHURCH, VILLAGE STREET"
1120391,lych_gate,"Lych Gate to Parish Church","LYCH GATE TO PARISH CHURCH, OAT HILL"
1120430,lych_gate,"Lych Gate to Parish Church","LYCH GATE TO PARISH CHURCH"
1120949,headstone,"Headstone to Peter Lee, 50 Metres South of Former Chapel","HEADSTONE TO PETER LEE, 50 METRES SOUTH OF FORMER CHAPEL, CEMETERY ROAD"
1121254,gate_related,"Bondgate Methodist Church","BONDGATE METHODIST CHURCH, SALT YARD"
1121750,dovecote,"Dovecote 100 Metres North of St Lawrence's Chapel","DOVECOTE 100 METRES NORTH OF ST LAWRENCE&#x27;S CHAPEL"
1121922,monument,"Unidentified Monument in the Churchyard About 11 Metres North of North East Corner of Aisle Chapel of the Church of St Mary","UNIDENTIFIED MONUMENT IN THE CHURCHYARD ABOUT 11 METRES NORTH OF NORTH EAST CORNER OF AISLE CHAPEL OF THE CHURCH OF ST MARY, CHURCH ROAD"
1121924,monument,"Monument to Thomas Williams in the Churchyard About 71 Metres North of Aisle Chapel of the Church of St Mary","MONUMENT TO THOMAS WILLIAMS IN THE CHURCHYARD ABOUT 71 METRES NORTH OF AISLE CHAPEL OF THE CHURCH OF ST MARY, CHURCH ROAD"
1121957,monument,"Monument to --- Matthews in the Churchyard About 8 Metres North of Corner of North Aisle Chapel of Church of St Mary","MONUMENT TO --- MATTHEWS IN THE CHURCHYARD ABOUT 8 METRES NORTH OF CORNER OF NORTH AISLE CHAPEL OF CHURCH OF ST MARY, CHURCH ROAD"
1122310,monument,"Monument to Johanah Swan Approximately 5 Metres South of the Chancel of the Parish Church","MONUMENT TO JOHANAH SWAN APPROXIMATELY 5 METRES SOUTH OF THE CHANCEL OF THE PARISH CHURCH, CHURCH STREET"
1123335,railings_related,"Railings Approximately 37 Metres South South East of United Reformed Church","RAILINGS APPROXIMATELY 37 METRES SOUTH SOUTH EAST OF UNITED REFORMED CHURCH, THE GREEN"
1124049,dovecote,"Cartlodge/dovecote to North of St Peters Church","CARTLODGE/DOVECOTE TO NORTH OF ST PETERS CHURCH, CHURCH LANE"
1124512,dovecote,"Dovecote in the Garden of the Abbey House","DOVECOTE IN THE GARDEN OF THE ABBEY HOUSE, HUNTERCOMBE LANE SOUTH"
1125038,telephone_kiosk,"K6 Telephone Kiosk Adjacent to St James' Church","K6 TELEPHONE KIOSK ADJACENT TO ST JAMES&#x27; CHURCH, FULMER ROAD"
1125788,dovecote,"Dovecote West of St Dunstans Church","DOVECOTE WEST OF ST DUNSTANS CHURCH, MILL LANE"
1126391,churchyard_feature,"Churchyard Cross to South of St Nicholas Church","CHURCHYARD CROSS TO SOUTH OF ST NICHOLAS CHURCH"
1127180,lych_gate,"Lych Gate to North East of Parish Church","LYCH GATE TO NORTH EAST OF PARISH CHURCH, THE GREEN"
1128988,monument,"Unidentified Monument, in the Churchyard and 1 Metre South of South Chapel of Church of St James","UNIDENTIFIED MONUMENT, IN THE CHURCHYARD AND 1 METRE SOUTH OF SOUTH CHAPEL OF CHURCH OF ST JAMES, STOWELL HILL"
1128989,monument,"Pullin Monument, in the Churchyard and 5 Metres South East of South Chapel of Church of St James","PULLIN MONUMENT, IN THE CHURCHYARD AND 5 METRES SOUTH EAST OF SOUTH CHAPEL OF CHURCH OF ST JAMES, STOWELL HILL"
1129025,monument,"Monument to Philip Bower, in the Churchyard to West of All Saints' Church","MONUMENT TO PHILIP BOWER, IN THE CHURCHYARD TO WEST OF ALL SAINTS&#x27; CHURCH, CHURCH ROAD"
1129026,monument,"Monument to John and Alice Smith, in the Churchyard to West of All Saints' Church","MONUMENT TO JOHN AND ALICE SMITH, IN THE CHURCHYARD TO WEST OF ALL SAINTS&#x27; CHURCH, CHURCH ROAD"
1129043,monument,"Monument to Davids and Maynard, in the Churchyard to South of St Mary's Church","MONUMENT TO DAVIDS AND MAYNARD, IN THE CHURCHYARD TO SOUTH OF ST MARY&#x27;S CHURCH, CHURCH LANE"
1129044,monument,"Monument to the Ballard Family, in the Churchyard and to the South of St Mary's Church","MONUMENT TO THE BALLARD FAMILY, IN THE CHURCHYARD AND TO THE SOUTH OF ST MARY&#x27;S CHURCH, CHURCH LANE"
1129074,churchyard_feature,"Churchyard Cross, 6 Metres South of Chancel of Church of All Saints Church","CHURCHYARD CROSS, 6 METRES SOUTH OF CHANCEL OF CHURCH OF ALL SAINTS CHURCH, HAM LANE"
1129123,monument,"Unidentified Monument in the Churchyard About 1 Metre South of Chapel of Church of St Quiricus and St Julietta","UNIDENTIFIED MONUMENT IN THE CHURCHYARD ABOUT 1 METRE SOUTH OF CHAPEL OF CHURCH OF ST QUIRICUS AND ST JULIETTA, CHURCH LANE"
1129518,monument,"Skrine Monument in the Churchyard and 2 Metres West of Tower of All Saints Church","SKRINE MONUMENT IN THE CHURCHYARD AND 2 METRES WEST OF TOWER OF ALL SAINTS CHURCH"
1129597,monument,"Smith Monument, in the Churchyard and 4 Metres North of Chapel of Church of St Mary the Virgin","SMITH MONUMENT, IN THE CHURCHYARD AND 4 METRES NORTH OF CHAPEL OF CHURCH OF ST MARY THE VIRGIN, CHURCH LANE"
1129804,churchyard_feature,"Churchyard cross, in the churchyard and to the south of Holy Trinity Church","Church of Holy Trinity, Church Road"
1129811,monument,"Monument to John Edson, in the Churchyard and to the South of St Andrew's Church","MONUMENT TO JOHN EDSON, IN THE CHURCHYARD AND TO THE SOUTH OF ST ANDREW&#x27;S CHURCH, CHURCH LANE"
1129812,monument,"Monument to Thomas Keedwell, in the Churchyard and to the South of St Andrew's Church","MONUMENT TO THOMAS KEEDWELL, IN THE CHURCHYARD AND TO THE SOUTH OF ST ANDREW&#x27;S CHURCH, CHURCH LANE"
1129825,monument,"Monument to Pritchard, in the Churchyard and to the South of St Nicholas' Church","MONUMENT TO PRITCHARD, IN THE CHURCHYARD AND TO THE SOUTH OF ST NICHOLAS&#x27; CHURCH"
1129846,monument,"Monument to Pomroy Family in the Churchyard to North of All Saints' Church","MONUMENT TO POMROY FAMILY IN THE CHURCHYARD TO NORTH OF ALL SAINTS&#x27; CHURCH, CHURCH ROAD"
1129847,monument,"Monument to Robert Whiting, 1662, in the Churchyard to South of All Saints' Church","MONUMENT TO ROBERT WHITING, 1662, IN THE CHURCHYARD TO SOUTH OF ALL SAINTS&#x27; CHURCH, CHURCH ROAD"
1129849,monument,"Monument to Ford Family in the Churchyard to South of All Saints' Church","MONUMENT TO FORD FAMILY IN THE CHURCHYARD TO SOUTH OF ALL SAINTS&#x27; CHURCH, CHURCH ROAD"
1129850,monument,"Monument to William Cambridge, in the Churchyard to South of All Saints' Church","MONUMENT TO WILLIAM CAMBRIDGE, IN THE CHURCHYARD TO SOUTH OF ALL SAINTS&#x27; CHURCH, CHURCH ROAD"
1130031,gate_related,"Burmester Gate at Mickleham Parish Church","BURMESTER GATE AT MICKLEHAM PARISH CHURCH"
1130265,wall_related,"Precinct Wall Running Along the Eastern and Southern Side of Church Green, Along the Eastern and Southern Side of Abbey Green, and Along the Eastern Side of Hollow Lane","PRECINCT WALL RUNNING ALONG THE EASTERN AND SOUTHERN SIDE OF CHURCH GREEN, ALONG THE EASTERN AND SOUTHERN SIDE OF ABBEY GREEN, AND ALONG THE EASTERN SIDE OF HOLLOW LANE, CHURCH GREEN"
1130625,headstone,"Hopley Headstone South of Nave of Church","HOPLEY HEADSTONE SOUTH OF NAVE OF CHURCH, CHURCH STREET"
1131704,headstone,"Headstone Circa 1.5 Metres South of Hamerton Chapel Church of St Mary the Virgin","HEADSTONE CIRCA 1.5 METRES SOUTH OF HAMERTON CHAPEL CHURCH OF ST MARY THE VIRGIN, CHURCH STREET"
1132176,gate_related,"Stocks Approximately 5 Metres East of South Gates to Church","STOCKS APPROXIMATELY 5 METRES EAST OF SOUTH GATES TO CHURCH, MAIN ROAD"
1132592,churchyard_feature,"Railings around the north, west and south sides of Selby Abbey Churchyard","Selby Abbey, The Crescent, Selby, YO8 4PU"
1132890,gate_related,"Railings and Gatepiers to South End of Christ Church","RAILINGS AND GATEPIERS TO SOUTH END OF CHRIST CHURCH, THORNE ROAD"
1133341,wall_related,"Wall Railings and Gatepiers to Bingley Baptist Church","WALL RAILINGS AND GATEPIERS TO BINGLEY BAPTIST CHURCH, PARK ROAD"
1134001,wall_related,"Burial Ground Boundary and Retaining Wall With Gates and Steps Providence United Reformed Church","BURIAL GROUND BOUNDARY AND RETAINING WALL WITH GATES AND STEPS PROVIDENCE UNITED REFORMED CHURCH, BEESTONLEY LANE"
1134016,gate_related,"Gates and Gatepiers to Slack Lane Baptist Church","GATES AND GATEPIERS TO SLACK LANE BAPTIST CHURCH, SLACK LANE"
1134256,wall_related,"Dwarf Wall and Gate Posts to Gledholt Methodist Church","DWARF WALL AND GATE POSTS TO GLEDHOLT METHODIST CHURCH, EDGERTON GROVE ROAD"
1134554,wall_related,"Milepost set in wall opposite United Reformed Church","Milepost set in wall opposite United Reformed Church, Burnley Road"
1134590,gate_related,"Mounting Block Opposite Gates to St Peter's Church","MOUNTING BLOCK OPPOSITE GATES TO ST PETER&#x27;S CHURCH, CHURCH LANE"
1134684,gate_related,"Front Wall, Railings and Gatepiers to Trinity Methodist Church","FRONT WALL, RAILINGS AND GATEPIERS TO TRINITY METHODIST CHURCH, HUDDERSFIELD ROAD"
1134984,gate_related,"Gates and Gatepiers at Entrance to Cemetery Opposite Longwood Methodist Church","GATES AND GATEPIERS AT ENTRANCE TO CEMETERY OPPOSITE LONGWOOD METHODIST CHURCH, LAMB HALL ROAD"
1135400,gate_related,"Forecourt Walls, Gatepiers and Gates to Grove Congregational Church","FORECOURT WALLS, GATEPIERS AND GATES TO GROVE CONGREGATIONAL CHURCH, OXFORD ROAD"
1135799,monument,"Group of 5 Monuments in the Churchyard and About 7 Metres North of Nave of All Saints Church","GROUP OF 5 MONUMENTS IN THE CHURCHYARD AND ABOUT 7 METRES NORTH OF NAVE OF ALL SAINTS CHURCH"
1136152,monument,"Unidentified Monument and Crosse Monument in the Churchyard About 4 Metres North of Porch of St Michaels Church","UNIDENTIFIED MONUMENT AND CROSSE MONUMENT IN THE CHURCHYARD ABOUT 4 METRES NORTH OF PORCH OF ST MICHAELS CHURCH, MAIN STREET"
1136155,monument,"King Walter Monument in the Churchyard About 3 Metres South East of South Chapel of Church of St Michael","KING WALTER MONUMENT IN THE CHURCHYARD ABOUT 3 METRES SOUTH EAST OF SOUTH CHAPEL OF CHURCH OF ST MICHAEL, MAIN STREET"
1136217,monument,"Unidentified Monument in the Churchyard About 3 Metres East of South Chapel of Church of St Mary","UNIDENTIFIED MONUMENT IN THE CHURCHYARD ABOUT 3 METRES EAST OF SOUTH CHAPEL OF CHURCH OF ST MARY, CHURCH LANE"
1136328,churchyard_feature,"Sundial in St Mary's Churchyard North East of the Church","SUNDIAL IN ST MARY&#x27;S CHURCHYARD NORTH EAST OF THE CHURCH, MONKS LANE"
1136866,churchyard_feature,"Stone Cross in Furthermost Southern Churchyard South of St Uny's Church","STONE CROSS IN FURTHERMOST SOUTHERN CHURCHYARD SOUTH OF ST UNY&#x27;S CHURCH, CHURCH LANE"
1137019,monument,"Herbert Monument and Railings in the Churchyard About 1 Metre South of Chapel of Church of St Quiricus and St Julietta","HERBERT MONUMENT AND RAILINGS IN THE CHURCHYARD ABOUT 1 METRE SOUTH OF CHAPEL OF CHURCH OF ST QUIRICUS AND ST JULIETTA, CHURCH LANE"
1137338,lych_gate,"Lych Gate to North East of Priory Church Chancel","LYCH GATE TO NORTH EAST OF PRIORY CHURCH CHANCEL, B5345"
1137352,monument,"Monument to Thomas Perrinton, in the Churchyard and to the South of Holy Trinity Church","MONUMENT TO THOMAS PERRINTON, IN THE CHURCHYARD AND TO THE SOUTH OF HOLY TRINITY CHURCH, CHURCH ROAD"
1137366,monument,"Unidentified Monument, in the Churchyard and 6 Metres South of South Chapel of Church of St James","UNIDENTIFIED MONUMENT, IN THE CHURCHYARD AND 6 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST JAMES, STOWELL HILL"
1137374,monument,"Unidentified Monument, in the Churchyard and 4 Metres East of South Chapel of Church of St James","UNIDENTIFIED MONUMENT, IN THE CHURCHYARD AND 4 METRES EAST OF SOUTH CHAPEL OF CHURCH OF ST JAMES, STOWELL HILL"
1137524,monument,"Monument to Benet Mill and Christopher Bligh in the Churchyard of the Church of St Genesius, About 5 Metres South of the Church","MONUMENT TO BENET MILL AND CHRISTOPHER BLIGH IN THE CHURCHYARD OF THE CHURCH OF ST GENESIUS, ABOUT 5 METRES SOUTH OF THE CHURCH"
1137771,churchyard_feature,"Remains of Churchyard Cross, in the Churchyard and to the South of St Michael's Church","REMAINS OF CHURCHYARD CROSS, IN THE CHURCHYARD AND TO THE SOUTH OF ST MICHAEL&#x27;S CHURCH, FLAX BOURTON"
1138088,monument,"Monument to Elizabeth Hayward in the Churchyard to East of All Saints' Church","MONUMENT TO ELIZABETH HAYWARD IN THE CHURHYARD TO EAST OF ALL SAINTS&#x27; CHURCH, CHURCH ROAD"
1138107,monument,"Monument to Robert Whiting, 1679, in the Churchyard to South of All Saints' Church","MONUMENT TO ROBERT WHITING, 1679, IN THE CHURCHYARD TO SOUTH OF ALL SAINTS&#x27; CHURCH, CHURCH ROAD"
1138115,monument,"Monument to Robert Whiting, 1693, in the Churchyard to South of All Saints' Church","MONUMENT TO ROBERT WHITING, 1693, IN THE CHURCHYARD TO SOUTH OF ALL SAINTS&#x27; CHURCH, CHURCH ROAD"
1138165,monument,"Unknown Monument to South-west of Monument to John Howard in the Churchyard to South of All Saints' Church","UNKNOWN MONUMENT TO SOUTH-WEST OF MONUMENT TO JOHN HOWARD IN THE CHURCHYARD TO SOUTH OF ALL SAINTS&#x27; CHURCH, CHURCH ROAD"
1138567,churchyard_feature,"Almhouses in St Mary's Churchyard North of the Church","ALMHOUSES IN ST MARY&#x27;S CHURCHYARD NORTH OF THE CHURCH, MONKS LANE"
1138656,gate_related,"Gates and Piers to St Bartholomew's Church","GATES AND PIERS TO ST BARTHOLOMEW&#x27;S CHURCH"
1139078,telephone_kiosk,"K2 Telephone Kiosk Outside Hope Chapel (Chapel Not Included)","K2 TELEPHONE KIOSK OUTSIDE HOPE CHAPEL (CHAPEL NOT INCLUDED), PRINCE OF WALES ROAD"
1139766,dovecote,"Priory Dovecote, to West of St Mary's Priory Ruins","PRIORY DOVECOTE, TO WEST OF ST MARY&#x27;S PRIORY RUINS, CHURCH STREET"
1140322,headstone,"Headstone, 2 Metres South of South Aisle of St Winnows Church","HEADSTONE, 2 METRES SOUTH OF SOUTH AISLE OF ST WINNOWS CHURCH"
