list_entry,reason,title,statutory_address
1325281,lych_gate,"Churchyard Lych Gate and Gates Approximately 10 Metres South West of Goodleigh Church","CHURCHYARD LYCH GATE AND GATES APPROXIMATELY 10 METRES SOUTH WEST OF GOODLEIGH CHURCH"
1325359,churchyard_feature,"Walls of Churchyard of St Thomas A Becket's Church","WALLS OF CHURCHYARD OF ST THOMAS A BECKET&#x27;S CHURCH, CHURCH STREET"
1325882,monument,"Baptist Chapel and Charles Baker Monument in Burial Ground","BAPTIST CHAPEL AND CHARLES BAKER MONUMENT IN BURIAL GROUND"
1326391,headstone,"Light Headstone Approximately 4 Metres South of Church","LIGHT HEADSTONE APPROXIMATELY 4 METRES SOUTH OF CHURCH"
1326814,monument,"Bowman Monument on East Side of Path Approx 28 Metres to South of St Peter's Church","BOWMAN MONUMENT ON EAST SIDE OF PATH APPROX 28 METRES TO SOUTH OF ST PETER&#x27;S CHURCH"
1326832,monument,"Nicholson Monument Approximately 3.5 Metres to South of St Michael's Church","NICHOLSON MONUMENT APPROXIMATELY 3.5 METRES TO SOUTH OF ST MICHAEL&#x27;S CHURCH"
1326833,monument,"Nicholson Monument Approximately 6 Metres to South of St Michael's Church","NICHOLSON MONUMENT APPROXIMATELY 6 METRES TO SOUTH OF ST MICHAEL&#x27;S CHURCH"
1326834,monument,"Walker Monument Approximately 9 Metres South of St Michaels Church","WALKER MONUMENT APPROXIMATELY 9 METRES SOUTH OF ST MICHAELS CHURCH"
1327348,monument,"O'bryan Monument in the Burial Ground About One Metre South of Innis Bible Christian Chapel","O&#x27;BRYAN MONUMENT IN THE BURIAL GROUND ABOUT ONE METRE SOUTH OF INNIS BIBLE CHRISTIAN CHAPEL"
1327564,telephone_kiosk,"K6 Telephone Kiosk Opposite Church","K6 TELEPHONE KIOSK OPPOSITE CHURCH"
1327621,wall_related,"Wall Methodist Church","WALL METHODIST CHURCH"
1327986,headstone,"Headstone of George Scantlebury 7.5 Metres to South of South Aisle of Egloshayle Church","HEADSTONE OF GEORGE SCANTLEBURY 7.5 METRES TO SOUTH OF SOUTH AISLE OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1327987,headstone,"Headstone of Honor Brown 18 Metres to South of West Tower of Egloshayle Church","HEADSTONE OF HONOR BROWN 18 METRES TO SOUTH OF WEST TOWER OF EGLOSHAYLE CHURCH, EGLOSHAYLE ROAD"
1328248,monument,"Three Monuments to the Cock Family in the Churchyard of the Church of St Genesius About 5 Metres North-east of the Church","THREE MONUMENTS TO THE COCK FAMILY IN THE CHURCHYARD OF THE CHURCH OF ST GENESIUS ABOUT 5 METRES NORTH-EAST OF THE CHURCH"
1329096,monument,"Lawrence Monument in the Churchyard About 17 Metres South East of South Chapel of Church of St Mary and St Julian","LAWRENCE MONUMENT IN THE CHURCHYARD ABOUT 17 METRES SOUTH EAST OF SOUTH CHAPEL OF CHURCH OF ST MARY AND ST JULIAN"
1329193,monument,"Unidentified Monument in the Burial Ground of Trenant Methodist Church","UNIDENTIFIED MONUMENT IN THE BURIAL GROUND OF TRENANT METHODIST CHURCH"
1329256,churchyard_feature,"Churchyard Cross Immediately South East of Church","CHURCHYARD CROSS IMMEDIATELY SOUTH EAST OF CHURCH, ST STEPHEN&#x27;S ROAD"
1329877,churchyard_feature,"St Oswald's Churchyard. Sundial South of West End of Nave of St Oswald's Church","ST OSWALD&#x27;S CHURCHYARD. SUNDIAL SOUTH OF WEST END OF NAVE OF ST OSWALD&#x27;S CHURCH, THE COBBLES"
1330417,headstone,"Headstone, South of Porch at St Mary's Parish Church","HEADSTONE, SOUTH OF PORCH AT ST MARY&#x27;S PARISH CHURCH, CHURCH STREET"
1331214,headstone,"Two Headstones and Footstones South of Chancel All Saints Church","TWO HEADSTONES AND FOOTSTONES SOUTH OF CHANCEL ALL SAINTS CHURCH, STATION ROAD"
1332529,churchyard_feature,"Churchyard of St Peter Gates and Railings to South East of Church","CHURCHYARD OF ST PETER GATES AND RAILINGS TO SOUTH EAST OF CHURCH, HIGH STREET"
1332978,headstone,"Headstone of James Neaile 1 Metre North of Rood Loft Projection of Parish Church","HEADSTONE OF JAMES NEAILE 1 METRE NORTH OF ROOD LOFT PROJECTION OF PARISH CHURCH"
1333216,monument,"Grigg and Swale Monument, Approximately 26 Metres West of Northwest Corner of St Andrews Church","GRIGG AND SWALE MONUMENT, APPROXIMATELY 26 METRES WEST OF NORTHWEST CORNER OF ST ANDREWS CHURCH, HAVANT ROAD"
1333685,headstone,"Richards Headstone Approximately 15 Metres North-west of Newhouse Baptist Church","RICHARDS HEADSTONE APPROXIMATELY 15 METRES NORTH-WEST OF NEWHOUSE BAPTIST CHURCH"
1334232,churchyard_feature,"Vestry on Perimeter of St Peters Churchyard, About 14 Metres West of Church","VESTRY ON PERIMETER OF ST PETERS CHURCHYARD, ABOUT 14 METRES WEST OF CHURCH"
1334563,wall_related,"Wall and Attached Outbuilding South of Twyford Church","WALL AND ATTACHED OUTBUILDING SOUTH OF TWYFORD CHURCH, TWYFORD"
1334572,churchyard_feature,"Two Sets of Gatepiers and Walls Enclosing Churchyard of St Saviours Church","TWO SETS OF GATEPIERS AND WALLS ENCLOSING CHURCHYARD OF ST SAVIOURS CHURCH, MILTON ROAD"
1334714,monument,"Monument 10 metres South East of St Annes Church","Monument 10 metres South East of St Annes Church, Church Lane"
1334865,churchyard_feature,"Sundial in St Edmund's Churchyard 15 Yards South of Church","SUNDIAL IN ST EDMUND&#x27;S CHURCHYARD 15 YARDS SOUTH OF CHURCH, BACK STREET"
1335371,monument,"Donavon Monument to north of cemetery chapel at Marlpool Cemetery","Donavon Monument to north of cemetery chapel at Marlpool Cemetery, Lockton Avenue"
1335800,monument,"Dixon Monument Approximately 25 Metres South of Priory Church","DIXON MONUMENT APPROXIMATELY 25 METRES SOUTH OF PRIORY CHURCH"
1336169,monument,"Miller Monument 15 Metres South of All Saints Church","MILLER MONUMENT 15 METRES SOUTH OF ALL SAINTS CHURCH, CHURCH GREEN"
1336639,headstone,"Headstone to Hephzibah and Alfred Pite, at 384 661, About 200 Metres North East of Cemetery Chapel","HEADSTONE TO HEPHZIBAH AND ALFRED PITE, AT 384 661, ABOUT 200 METRES NORTH EAST OF CEMETERY CHAPEL, CECILIA ROAD"
1336751,monument,"Monument to William Spencer Approximately 8 Metres South of East Corner of South Chapel at St George's Church","MONUMENT TO WILLIAM SPENCER APPROXIMATELY 8 METRES SOUTH OF EAST CORNER OF SOUTH CHAPEL AT ST GEORGE&#x27;S CHURCH, THE GREEN"
1336759,monument,"Monument to Mary Collins Approximately 5 Metres South of West Tower at St Nicholas Church","MONUMENT TO MARY COLLINS APPROXIMATELY 5 METRES SOUTH OF WEST TOWER AT ST NICHOLAS CHURCH, CHURCH ROAD"
1336760,monument,"Monument to Howard Ward Approximately 6 Metres West of West Tower at St Nicholas Church","MONUMENT TO HOWARD WARD APPROXIMATELY 6 METRES WEST OF WEST TOWER AT ST NICHOLAS CHURCH, CHURCH ROAD"
1336761,monument,"Ward Monument Approximately 7 Metres West of West Tower at St Nicholas Church","WARD MONUMENT APPROXIMATELY 7 METRES WEST OF WEST TOWER AT ST NICHOLAS CHURCH, CHURCH ROAD"
1338586,monument,"Thompson Monument Approximately 7 Metres to South of St Patrick's Church","THOMPSON MONUMENT APPROXIMATELY 7 METRES TO SOUTH OF ST PATRICK&#x27;S CHURCH, BAMPTON GRANGE"
1339132,headstone,"Group of 4 Headstones to Taylor and Davis Families 15 Metres West of St Peter's Church","GROUP OF 4 HEADSTONES TO TAYLOR AND DAVIS FAMILIES 15 METRES WEST OF ST PETER&#x27;S CHURCH"
1339143,headstone,"2 Headstones 10 Metres South of Chancel of St Andrew's Church","2 HEADSTONES 10 METRES SOUTH OF CHANCEL OF ST ANDREW&#x27;S CHURCH"
1339247,telephone_kiosk,"K6 Telephone Kiosk Outside United Reformed Church","K6 TELEPHONE KIOSK OUTSIDE UNITED REFORMED CHURCH, COLLEGE STREET"
1339946,telephone_kiosk,"K6 Telephone Kiosk Near St Faith's Church","K6 TELEPHONE KIOSK NEAR ST FAITH&#x27;S CHURCH, WEST STREET PRECINCT"
1340113,monument,"Two Monuments, in the Churchyard, About 1M South of East End of Chancel, Hailes Parish Church","TWO MONUMENTS, IN THE CHURCHYARD, ABOUT 1M SOUTH OF EAST END OF CHANCEL, HAILES PARISH CHURCH"
1340643,monument,"Unidentified Monument in the Churchyard Approximately 1 Metre South of Chapel to Church of St Lawrence","UNIDENTIFIED MONUMENT IN THE CHURCHYARD APPROXIMATELY 1 METRE SOUTH OF CHAPEL TO CHURCH OF ST LAWRENCE"
1341038,monument,"Unidentified monument (Edward B------), about 12m north of main door in grounds of Fairford United Church","Unidentified monument (Edward B------), about 12m north of main door in grounds of Fairford United Church, Milton Street, Fairford"
1341039,monument,"William Thompson monument, about 15m north of main door in grounds of Fairford United Church","William Thompson monument, about 15m north of main door in grounds of Fairford United Church, Milton Street, Fairford"
1342082,gate_related,"Gates and Railings to St Johns Church","GATES AND RAILINGS TO ST JOHNS CHURCH, DOWNSHIRE HILL"
1342136,telephone_kiosk,"K6 Telephone Kiosk Outside St Peter's Church","K6 TELEPHONE KIOSK OUTSIDE ST PETER&#x27;S CHURCH, WIGSTON ROAD"
1342349,headstone,"Headstone 6 Metres South of South Aisle of St Andrews Church","HEADSTONE 6 METRES SOUTH OF SOUTH AISLE OF ST ANDREWS CHURCH, HIGH STREET"
1342350,headstone,"Headstone to Wright, 15 Metres South of Chancel of St Andrews Church","HEADSTONE TO WRIGHT, 15 METRES SOUTH OF CHANCEL OF ST ANDREWS CHURCH, HIGH STREET"
1342351,headstone,"Headstone 11 Metres South of Central Buttress of Chancel of St Andrews Church","HEADSTONE 11 METRES SOUTH OF CENTRAL BUTTRESS OF CHANCEL OF ST ANDREWS CHURCH, HIGH STREET"
1342510,railings_related,"Turnstile and Railings Approximately 50 Metres North East of Church","TURNSTILE AND RAILINGS APPROXIMATELY 50 METRES NORTH EAST OF CHURCH"
1342807,wall_related,"Church Wall to South of St Marys Church","CHURCH WALL TO SOUTH OF ST MARYS CHURCH, CHURCH STREET"
1343673,telephone_kiosk,"K6 Telephone Kiosk Immediately West of Church","K6 TELEPHONE KIOSK IMMEDIATELY WEST OF CHURCH, CHURCH LANE"
1343895,telephone_kiosk,"K6 Telephone Kiosk to North West of Parish Church","K6 TELEPHONE KIOSK TO NORTH WEST OF PARISH CHURCH, THE STREET"
1343935,headstone,"Headstone 20 Metres South of South Chapel of Church of St Mary","HEADSTONE 20 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST MARY, SCHOOL LANE"
1344395,monument,"Monument to Anna Spong About 26 Metres South East of South Chancel Chapel of Church of All Saints","MONUMENT TO ANNA SPONG ABOUT 26 METRES SOUTH EAST OF SOUTH CHANCEL CHAPEL OF CHURCH OF ALL SAINTS, HIGH STREET"
1344396,monument,"Monument to Anne Viney About 6 1/2 Metres East of South Chancel Chapel of Church of All Saints","MONUMENT TO ANNE VINEY ABOUT 6 1/2 METRES EAST OF SOUTH CHANCEL CHAPEL OF CHURCH OF ALL SAINTS, HIGH STREET"
1344398,monument,"Monument About 30 Metres South East of South Chancel Chapel of Church OA All Saints","MONUMENT ABOUT 30 METRES SOUTH EAST OF SOUTH CHANCEL CHAPEL OF CHURCH OA ALL SAINTS, HIGH STREET"
1344597,churchyard_feature,"Remains of Churchyard Cross, About 2 Metres North of Sandford Chapel, Church of All Saints","REMAINS OF CHURCHYARD CROSS, ABOUT 2 METRES NORTH OF SANDFORD CHAPEL, CHURCH OF ALL SAINTS"
1345616,wall_related,"Piers, Gate and Railings Set in Dwarf Wall Linking the Manse to Wick House and Fronting Baptist Church","PIERS, GATE AND RAILINGS SET IN DWARF WALL LINKING THE MANSE TO WICK HOUSE AND FRONTING BAPTIST CHURCH, BROOK STREET"
1345763,dovecote,"Priory Dovecote, About 90 Metres East South East of Abbey Farmhouse","PRIORY DOVECOTE, ABOUT 90 METRES EAST SOUTH EAST OF ABBEY FARMHOUSE, ABBEY FARM LANE"
1347686,monument,"Campbell Monument in Hunsdon Churchyard in the Angle of Chancel and South Chapel","CAMPBELL MONUMENT IN HUNSDON CHURCHYARD IN THE ANGLE OF CHANCEL AND SOUTH CHAPEL, EASTWICK ROAD"
1348786,monument,"Bevan Monument About One Yard South of the Nave of the Church","BEVAN MONUMENT ABOUT ONE YARD SOUTH OF THE NAVE OF THE CHURCH"
1349150,monument,"Gwillim Monument About 3 Yards East of Chancel of Putley Parish Church","GWILLIM MONUMENT ABOUT 3 YARDS EAST OF CHANCEL OF PUTLEY PARISH CHURCH"
1349151,monument,"Jones Monument About 11 Yards South South West of South West Corner of Nave of Putley Parish Church","JONES MONUMENT ABOUT 11 YARDS SOUTH SOUTH WEST OF SOUTH WEST CORNER OF NAVE OF PUTLEY PARISH CHURCH"
1349152,monument,"Thomas Mutlow Monument About 25 Yards South of the Chancel of Putley Parish Church","THOMAS MUTLOW MONUMENT ABOUT 25 YARDS SOUTH OF THE CHANCEL OF PUTLEY PARISH CHURCH"
1350805,gate_related,"Lych-gate 20 Metres North West of St Mary's Church","LYCH-GATE 20 METRES NORTH WEST OF ST MARY&#x27;S CHURCH"
1351004,headstone,"Group of 7 Headstones South of South Aisle of St Andrews Church","GROUP OF 7 HEADSTONES SOUTH OF SOUTH AISLE OF ST ANDREWS CHURCH"
1351092,monument,"Monument 40 Metres North East of Church","MONUMENT 40 METRES NORTH EAST OF CHURCH, SOUTH LANE"
1351098,monument,"Monument 11 Metres South of Church","MONUMENT 11 METRES SOUTH OF CHURCH, NORTH LANE"
1354371,churchyard_feature,"Walls Enclosing Churchyard to St Bartholomew's Church","WALLS ENCLOSING CHURCHYARD TO ST BARTHOLOMEW&#x27;S CHURCH, WESTGATE"
1354662,wall_related,"Wall in the Grounds of Manor Farmhouse Between the House and the Church","WALL IN THE GROUNDS OF MANOR FARMHOUSE BETWEEN THE HOUSE AND THE CHURCH, MILL LANE"
1354918,monument,"Monument to Joseph Fuller Approximately 30 Metres South of Church","MONUMENT TO JOSEPH FULLER APPROXIMATELY 30 METRES SOUTH OF CHURCH, CHURCH STREET"
1354951,monument,"Monument to George Newton Approximately 1 Metre East of South Porch of All Saints Parish Church","MONUMENT TO GEORGE NEWTON APPROXIMATELY 1 METRE EAST OF SOUTH PORCH OF ALL SAINTS PARISH CHURCH, HIGH STREET"
1355477,headstone,"Parish Church, Row of 3 Headstones Dated 1755, 1701 and 1703 Approximately 6 Metres South of East End of Nave","PARISH CHURCH, ROW OF 3 HEADSTONES DATED 1755,1701 AND 1703 APPROXIMATELY 6 METRES SOUTH OF EAST END OF NAVE"
1355695,churchyard_feature,"Railed Enclosure in the Churchyard About 6 Metres West of Baptist Church","RAILED ENCLOSURE IN THE CHURCHYARD ABOUT 6 METRES WEST OF BAPTIST CHURCH, SOUTH LANE"
1356459,headstone,"John Leech Grave Headstone Adjacent to Porch of St Michael and All Angels' Church","JOHN LEECH GRAVE HEADSTONE ADJACENT TO PORCH OF ST MICHAEL AND ALL ANGELS&#x27; CHURCH, STAMFORD STREET"
1357602,wall_related,"Wall to South East Side of Graveyard to St Mary's Church","WALL TO SOUTH EAST SIDE OF GRAVEYARD TO ST MARY&#x27;S CHURCH, CHURCH END E17"
1357735,churchyard_feature,"Churchyard of Church of St Anne, to East of Church","CHURCHYARD OF CHURCH OF ST ANNE, TO EAST OF CHURCH, KEW GREEN"
1358212,railings_related,"Forecourt Wall, Piers and Railings to West Norwood Congregational Church","FORECOURT WALL, PIERS AND RAILINGS TO WEST NORWOOD CONGREGATIONAL CHURCH, CHAPEL ROAD SE27"
1358699,wall_related,"Wall to East of Southgate Parish Church","WALL TO EAST OF SOUTHGATE PARISH CHURCH, WATERFALL ROAD N14"
1358801,monument,"Way Monument Approximately 7 Metres South of South Chapel of Church of St Mary","WAY MONUMENT APPROXIMATELY 7 METRES SOUTH OF SOUTH CHAPEL OF CHURCH OF ST MARY, KING STREET W3"
1359414,gate_related,"Walls Surrounding and to West and South West of Parish Church of St James and Gatepiers and Gates to West of Church","WALLS SURROUNDING AND TO WEST AND SOUTH WEST OF PARISH CHURCH OF ST JAMES AND GATEPIERS AND GATES TO WEST OF CHURCH, NORTH CRAY ROAD"
1362852,churchyard_feature,"Churchyard to St Mary's Church","CHURCHYARD TO ST MARY&#x27;S CHURCH, CHURCH ROAD, TN24 9DQ"
1363789,telephone_kiosk,"K6 Telephone Kiosk Outside the Old Baptist Chapel","K6 TELEPHONE KIOSK OUTSIDE THE OLD BAPTIST CHAPEL"
1364156,gate_related,"Gates to St Thomas's Church","GATES TO ST THOMAS&#x27;S CHURCH, YORK BUILDINGS"
1364170,churchyard_feature,"Curnick Memorial in the Churchyard About 45 Metres South of Lady Chapel of the Church of St Michael","CURNICK MEMORIAL IN THE CHURCHYARD ABOUT 45 METRES SOUTH OF LADY CHAPEL OF THE CHURCH OF ST MICHAEL, CHURCH WALK"
1364401,gate_related,"Gates to United Reformed Church","GATES TO UNITED REFORMED CHURCH, WARMINSTER ROAD"
1365359,monument,"Oglander Monument Approximately 5 Metres South of Easternmost Window Oglander Chapel","OGLANDER MONUMENT APPROXIMATELY 5 METRES SOUTH OF EASTERNMOST WINDOW OGLANDER CHAPEL, HIGH STREET"
1365364,monument,"Monument Approximately 5 Metres East of North Corner of De Aula Chapel","MONUMENT APPROXIMATELY 5 METRES EAST OF NORTH CORNER OF DE AULA CHAPEL, HIGH STREET"
1365365,monument,"Monument to Jeremiah Jolliffe 10 Metres East of East Wall of Oglander Chapel","MONUMENT TO JEREMIAH JOLLIFFE 10 METRES EAST OF EAST WALL OF OGLANDER CHAPEL, HIGH STREET"
1365573,monument,"Group of Four Monuments Adjacent to South East Chapel of Church of St Nicholas","GROUP OF FOUR MONUMENTS ADJACENT TO SOUTH EAST CHAPEL OF CHURCH OF ST NICHOLAS, HIGH STREET"
1365808,telephone_kiosk,"K6 Telephone Kiosk 42 metres south of South Transept door to Selby Minster","K6 Telephone Kiosk 42 metres south of South Transept door to Selby Minster, The Crescent, Selby, YO8 4PU"
1366062,gate_related,"Forecourt Walls and Gates to United Reform Church","FORECOURT WALLS AND GATES TO UNITED REFORM CHURCH, EARLS&#x27; STREET"
1366151,headstone,"Headstone to Henry Hoysier, 11 Metres South of Chancel of St Andrews Church","HEADSTONE TO HENRY HOYSIER, 11 METRES SOUTH OF CHANCEL OF ST ANDREWS CHURCH, HIGH STREET"
1366154,headstone,"Headstone to Wright, 25 Metres South of Chancel of St Andrews Church","HEADSTONE TO WRIGHT, 25 METRES SOUTH OF CHANCEL OF ST ANDREWS CHURCH, HIGH STREET"
1390260,headstone,"Headstone and Footstone Approx 2M S of 2ND Window of S Chapel of All Saints Church","HEADSTONE AND FOOTSTONE APPROX 2M S OF 2ND WINDOW OF S CHAPEL OF ALL SAINTS CHURCH, CHURCH HILL"
